SAMPLE_ACC,Sample Type,SAMPLE_VOLUME,VOLUME_UNIT,FILTER_MIN,FILTER_MAX,SAMPLE_DESCRIPTION,SAMPLE_NAME,COMMENTS,TAXON_ID,COLLECTION_START_TIME,COLLECTION_STOP_TIME,BIOMATERIAL_NAME,DESCRIPTION,MATERIAL_ACC,SITE_NAME,LATITUDE,LONGITUDE,ALTITUDE,SITE_DEPTH,SITE_DESCRIPTION,COUNTRY_NAME,REGION,HABITAT_NAME,HOST_TAXON_ID,HOST_DESCRIPTION,HOST_ORGANISM,LIBRARY_ACC,SEQUENCING_METHOD,DNA_TYPE,NUM_OF_READS,MATERIAL_ID,Silicate - (umol/kg),sample depth - (M),salinity - (psu),temperature - (C),chlorophyll density - (ug/kg),phosphate - (umol/kg),dissolved oxygen - (nmol/kg),Particulate Organic Carbon - (umol/kg),dissolved organic carbon - (umol/kg),pH,nitrate(NO3) - (umol/l)
CAM_SMPL_003089,eukaryotes,,,,,Pycnococcus sp CCMP1998,MMETSP1085,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1085"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1085</a>""",41879,00:00.0,00:00.0,(MMETSP1085) Pycnococcus sp - seawater,,CAM_BM_003109,Sargasso Sea,20.7722,-63.0368,,,North Atlantic,BERMUDA,,marine habitat,,,,CAM_LIB_001835,Illumina,cDNA,,3520,,125,,,,,,,,,
CAM_SMPL_003090,eukaryotes,,,,,Chrysochromulina brevifilum UTEX LB 985,MMETSP1094,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1094"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1094</a>""",156173,00:00.0,00:00.0,(MMETSP1094) Chrysochromulina brevifilum - seawater,,CAM_BM_003110,English Channel,49.35,4.9,,,,UNITED KINGDOM,,marine habitat,,,,CAM_LIB_001836,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003091,eukaryotes,,,,,Spumella elongata CCAP 955/1,MMETSP1098,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1098"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1098</a>""",89044,00:00.0,00:00.0,(MMETSP1098) Spumella elongata - freshwater,,CAM_BM_003111,"Girton, Cambridgeshire",52.2333,0.08333,,,,UNITED KINGDOM,,freshwater habitat,,,,CAM_LIB_001837,Illumina,cDNA,,3522,,,0,,,,,,,,
CAM_SMPL_003093,eukaryotes,,,,,Rhodomonas abbreviata Caron Lab Isolate,MMETSP1101,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1101"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1101</a>""",46948,00:00.0,00:00.0,(MMETSP1101) Rhodomonas abbreviata - Seawater,,CAM_BM_003113,Southern California,,,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001839,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003094,eukaryotes,,,,,Geminigera sp. Caron Lab Isolate,MMETSP1102,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1102"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1102</a>""",49646,00:00.0,00:00.0,(MMETSP1102) Geminigera sp. - seawater,,CAM_BM_003114,Ross Sea,,,,,,ANTARCTICA,,marine habitat,,,,CAM_LIB_001840,Illumina,cDNA,,3525,,,36,1,,,,,,,
CAM_SMPL_003095,eukaryotes,,,,,Paraphysomonas bandaiensis Caron Lab Isolate,MMETSP1103,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1103"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1103</a>""",36769,00:00.0,00:00.0,(MMETSP1103) Paraphysomonas bandaiensis - brackish water,,CAM_BM_003115,"Chesapeake Bay, MD",,,,,Patuxent River,UNITED STATES,,saline water,,,,CAM_LIB_001841,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003096,eukaryotes,,,,,Cafeteria sp. Caron Lab Isolate,MMETSP1104,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1104"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1104</a>""",33652,,,(MMETSP1104) Cafeteria sp.,,CAM_BM_003116,,,,,,,,,,,,,CAM_LIB_001842,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003097,eukaryotes,,,,,Ochromonas sp. BG-1,MMETSP1105,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1105"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1105</a>""",2985,00:00.0,00:00.0,(MMETSP1105) Ochromonas sp. - freshwater,,CAM_BM_003117,,,,,,,MALAYSIA,,freshwater habitat,,,,CAM_LIB_001843,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003098,eukaryotes,,,,,Mantoniella antarctica SL-175,MMETSP1106,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1106"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1106</a>""",81844,00:00.0,00:00.0,(MMETSP1106) Mantoniella antarctica - seawater,,CAM_BM_003118,Antarctica,,,,,,ANTARCTICA,,marine habitat,,,,CAM_LIB_001844,Illumina,cDNA,,3529,,,36,1,,,,,,,
CAM_SMPL_003099,eukaryotes,,,,,Paraphysomonas vestita GFlagA,MMETSP1107,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1107"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1107</a>""",36770,,,(MMETSP1107) Paraphysomonas vestita - freshwater,,CAM_BM_003119,"Lake Giles, PA",,,,,,UNITED STATES,,freshwater habitat,,,,CAM_LIB_001845,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003100,eukaryotes,4,L,0.8,0.8,Amphiprora paludosa CCMP125,MMETSP1065,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1065"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1065</a>""",265537,00:00.0,00:00.0,(MMETSP1065) Amphiprora paludosa - Seawater,,CAM_BM_003120,Atlantic_Ocean,41.525,-70.6736,,,"Nantucket Bay, Woods Hole, Massachusetts USA",UNITED STATES,,marine habitat,,,,CAM_LIB_001846,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003102,eukaryotes,,,,,Pyramimonas amylifera CCMP720,MMETSP1081,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1081"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1081</a>""",36882,00:00.0,00:00.0,(MMETSP1081) Pyramimonas amylifera - seawater,,CAM_BM_003122,English Channel,50.36,-4.15,,,North Atlantic,UNITED KINGDOM,,marine habitat,,,,CAM_LIB_001848,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003104,eukaryotes,,,,,Dactyliosolen fragilissimus ,MMETSP0580,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0580"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0580</a>""",1118495,00:00.0,00:00.0,(MMETSP0580) Dactyliosolen fragilissimus - Seawater,,CAM_BM_003124,Atlantic_Ocean,41.325,-70.5667,,,Martha's Vineyard Coastal Observatory site,UNITED STATES,,marine habitat,,,,CAM_LIB_001850,Illumina,cDNA,,3535,,0,,,,,,,,,
CAM_SMPL_003105,eukaryotes,,,,,Thalassiosira rotula GSO102,MMETSP0910,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0910"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0910</a>""",49265,00:00.0,00:00.0,(MMETSP0910) Thalassiosira rotula - Seawater,,CAM_BM_003125,Pacific_Ocean,48.629353,-122.957542,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001851,Illumina,cDNA,,3536,,0.5,,,,,,,,,
CAM_SMPL_003106,eukaryotes,,,,,Thalassiosira rotula GSO102,MMETSP0911,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0911"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0911</a>""",49265,00:00.0,00:00.0,(MMETSP0911) Thalassiosira rotula - Seawater,,CAM_BM_003126,Pacific_Ocean,48.629353,-122.957542,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001852,Illumina,cDNA,,3537,,0.5,,,,,,,,,
CAM_SMPL_003108,eukaryotes,,,,,Thalassiosira rotula GSO102,MMETSP0912,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0912"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0912</a>""",49265,00:00.0,00:00.0,(MMETSP0912) Thalassiosira rotula - Seawater,,CAM_BM_003128,Pacific_Ocean,48.629353,-122.957542,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001854,Illumina,cDNA,,3539,,0.5,,,,,,,,,
CAM_SMPL_003109,eukaryotes,,,,,Thalassiosira rotula GSO102,MMETSP0913,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0913"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0913</a>""",49265,00:00.0,00:00.0,(MMETSP0913) Thalassiosira rotula - Seawater,,CAM_BM_003129,Pacific_Ocean,48.629353,-122.957542,,,,UNITED STATES,,marine habitat,,,,CAM_LIB_001855,Illumina,cDNA,,3540,,0.5,,,,,,,,,
CAM_SMPL_003110,eukaryotes,,,,,Skeletonema marinoi skelA,MMETSP0920,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0920"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0920</a>""",267567,00:00.0,00:00.0,(MMETSP0920) Skeletonema marinoi - Seawater,,CAM_BM_003130,Atlantic_Ocean,41.573611,-71.408611,,,Narragansett Bay Long Term Plankton Times Series Station,UNITED STATES,,marine habitat,,,,CAM_LIB_001856,Illumina,cDNA,,3541,,0.5,31.38,6.1,,,,,,,
CAM_SMPL_003116,eukaryotes,,,,,Symbiodinium sp. CCMP421,MMETSP1110,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1110"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1110</a>""",174948,00:00.0,00:00.0,(MMETSP1110) Symbiodinium sp.,,CAM_BM_003136,Pacific_Ocean,-41.27,174.795,,,,NEW ZEALAND,,marine habitat,,,,CAM_LIB_001862,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003117,eukaryotes,,,,,Neobodo designis CCAP 1951/1,MMETSP1114,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1114"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1114</a>""",312471,,,(MMETSP1114) Neobodo designis,,CAM_BM_003137,Sri Lanka,,,,,,THAILAND,,,,,,CAM_LIB_001863,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003118,eukaryotes,,,,,Crypthecodinium cohnii WH (Provasly/Seligo),MMETSP0324,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0324"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0324</a>""",2866,,,(MMETSP0324) Crypthecodinium cohnii,,CAM_BM_003138,,,,,,,,,marine habitat,,,,CAM_LIB_001864,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003119,eukaryotes,,,,,Thalassiosira gravida GMp14c1,MMETSP0492,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0492"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0492</a>""",420259,00:00.0,00:00.0,(MMETSP0492) Thalassiosira gravida - seawater,,CAM_BM_003139,Atlantic_Ocean,41.92732,-67.85788,,,Gulf of Maine,UNITED STATES,,marine habitat,,,,CAM_LIB_001865,Illumina,cDNA,,3550,,10,,,,,,,,,
CAM_SMPL_003120,eukaryotes,,,,,Thalassiosira gravida GMp14c1,MMETSP0493,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0493"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0493</a>""",420259,00:00.0,00:00.0,(MMETSP0493) Thalassiosira gravida - Seawater,,CAM_BM_003140,Atlantic_Ocean,41.92732,-67.85788,,,Gulf of Maine,UNITED STATES,,marine habitat,,,,CAM_LIB_001866,Illumina,cDNA,,3551,,10,,,,,,,,,
CAM_SMPL_003121,eukaryotes,,,,,Thalassiosira gravida GMp14c1,MMETSP0494,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0494"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0494</a>""",420259,00:00.0,00:00.0,(MMETSP0494) Thalassiosira gravida - Seawater,,CAM_BM_003141,Atlantic_Ocean,41.92732,-67.85788,,,Gulf of Maine,UNITED STATES,,marine habitat,,,,CAM_LIB_001867,Illumina,cDNA,,3552,,10,,,,,,,,,
CAM_SMPL_003123,eukaryotes,,,,,Symbiodinium sp. cladeA,MMETSP1374,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1374"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1374</a>""",993574,,,(MMETSP1374) Symbiodinium sp. - Tridacna crocea,,CAM_BM_003143,,,,,,Indo Pacific,,,organism-associated habitat,,,,CAM_LIB_001869,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003125,eukaryotes,,,,,Fabrea Fabrea salina ,MMETSP1345,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1345"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1345</a>""",342563,,,(MMETSP1345) Fabrea Fabrea salina - Seawater and sediment,,CAM_BM_003145,Saline di Torre Colimena (Taranto),,,,,,ITALY,,marine habitat,,,,CAM_LIB_001871,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003127,eukaryotes,,,,,Erythrolobus australicus CCMP3124,MMETSP1353,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1353"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1353</a>""",1077150,00:00.0,00:00.0,(MMETSP1353) Erythrolobus australicus,,CAM_BM_003147,Tasman Sea,151.15,-34.02,,," 34.0200S 151.1500E Woolooware Bay, New South Wales, Australia",,,sediment,,,,CAM_LIB_001873,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003128,eukaryotes,,,,,Erythrolobus madagascarensis CCMP3276,MMETSP1354,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1354"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1354</a>""",708628,00:00.0,00:00.0,(MMETSP1354) Erythrolobus madagascarensis,,CAM_BM_003148,Indian_Ocean,43.6002,-23.1667,,," 23.1667S 43.6002E Angeva,Madagascar",,,marine habitat,,,,CAM_LIB_001874,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003129,eukaryotes,,,,,Hemiselmis virescens PCC157,MMETSP1356,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1356"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1356</a>""",77927,,,(MMETSP1356) Hemiselmis virescens,,CAM_BM_003149,,,,,,,,,,,,,CAM_LIB_001875,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003130,eukaryotes,,,,,Licmophora paradoxa CCMP2313,MMETSP1360,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1360"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1360</a>""",515479,00:00.0,00:00.0,(MMETSP1360) Licmophora paradoxa,,CAM_BM_003150,Atlantic_Ocean,42.41915,-70.91349,,,"Nahant, Massachusetts",UNITED STATES,,marine habitat,,,,CAM_LIB_001876,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003131,eukaryotes,,,,,Staurosira complex sp. CCMP2646,MMETSP1361,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1361"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1361</a>""",210615,00:00.0,00:00.0,(MMETSP1361) Staurosira complex sp.,,CAM_BM_003151,Pacific_Ocean,-36.5062,-73.1225,,,"Station 18, Sample B",CHILE,,marine habitat,,,,CAM_LIB_001877,Illumina,cDNA,,3562,,92.6,,,,,,,,,
CAM_SMPL_003132,eukaryotes,,,,,Leptocylindrus danicus CCMP1856,MMETSP1362,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1362"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1362</a>""",163516,00:00.0,00:00.0,(MMETSP1362) Leptocylindrus danicus,,CAM_BM_003152,Gulf of Mexico,25,-90,,,,,,marine habitat,,,,CAM_LIB_001878,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003133,eukaryotes,,,,,Gephyrocapsa oceanica RCC1303,MMETSP1363,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1363"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1363</a>""",38817,,,(MMETSP1363) Gephyrocapsa oceanica,,CAM_BM_003153,,,,,,,,,,,,,CAM_LIB_001879,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003134,eukaryotes,,,,,Gephyrocapsa oceanica RCC1303,MMETSP1364,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1364"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1364</a>""",38817,,,(MMETSP1364) Gephyrocapsa oceanica,,CAM_BM_003154,,,,,,,,,,,,,CAM_LIB_001880,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003135,eukaryotes,,,,,Gephyrocapsa oceanica RCC1303,MMETSP1365,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1365"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1365</a>""",38817,,,(MMETSP1365) Gephyrocapsa oceanica,,CAM_BM_003155,,,,,,,,,,,,,CAM_LIB_001881,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003136,eukaryotes,,,,,Gephyrocapsa oceanica RCC1303,MMETSP1366,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1366"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1366</a>""",38817,,,(MMETSP1366) Gephyrocapsa oceanica,,CAM_BM_003156,,,,,,,,,,,,,CAM_LIB_001882,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003137,eukaryotes,,,,,Symbiodinium sp. C1,MMETSP1367,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1367"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1367</a>""",226962,,,(MMETSP1367) Symbiodinium sp. - Acropora tenuis,,CAM_BM_003157,,,,,,,AUSTRALIA,,organism-associated habitat,,,,CAM_LIB_001883,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003139,eukaryotes,,,,,Symbiodinium sp. C1,MMETSP1369,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1369"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1369</a>""",226962,,,(MMETSP1369) Symbiodinium sp. - Acropora tenuis,,CAM_BM_003159,,,,,,,AUSTRALIA,,organism-associated habitat,,,,CAM_LIB_001885,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003140,eukaryotes,,,,,Symbiodinium sp. C15,MMETSP1370,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1370"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1370</a>""",226949,,,(MMETSP1370) Symbiodinium sp. - Porites compressa,,CAM_BM_003160,Pacific_Ocean,,,,,,UNITED STATES,,organism-associated habitat,,,,CAM_LIB_001886,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003141,eukaryotes,,,,,Symbiodinium sp. C15,MMETSP1371,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1371"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1371</a>""",226949,,,(MMETSP1371) Symbiodinium sp. - Porites compressa,,CAM_BM_003161,Pacific_Ocean,,,,,,UNITED STATES,,organism-associated habitat,,,,CAM_LIB_001887,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003143,eukaryotes,,,,,Elphidium margaritaceum ,MMETSP1385,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1385"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1385</a>""",933848,,,(MMETSP1385) Elphidium margaritaceum,,CAM_BM_003163,English Channel,,,,,,FRANCE,,marine habitat,,,,CAM_LIB_001889,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003144,eukaryotes,,,,,Micromonas sp. NEPCC29,MMETSP1386,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1386"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1386</a>""",38833,,,(MMETSP1386) Micromonas sp. - seawater,,CAM_BM_003164,OTHER,49.25,-123.1,,,"Vancouver, Jericho Beach",CANADA,,marine habitat,,,,CAM_LIB_001890,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003145,eukaryotes,,,,,Micromonas sp. RCC472,MMETSP1387,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1387"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1387</a>""",38833,00:00.0,00:00.0,(MMETSP1387) Micromonas sp. - seawater,,CAM_BM_003165,,8.5,-78.22,,,"Gulf of Panama, Pacific",PANAMA,,marine habitat,,,,CAM_LIB_001891,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003146,eukaryotes,,,,,Isochrysis sp CCMP1244,MMETSP1388,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1388"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1388</a>""",37098,00:00.0,00:00.0,(MMETSP1388) Isochrysis sp - seawater,,CAM_BM_003166,North Atlantic,38.3048,-69.6192,,,,,,marine habitat,,,,CAM_LIB_001892,Illumina,cDNA,,3577,,0,,,,,,,,,
CAM_SMPL_003147,eukaryotes,,,,,Rhodomonas sp. CCMP768,MMETSP1389,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1389"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1389</a>""",302021,00:00.0,00:00.0,(MMETSP1389) Rhodomonas sp. - seawater,,CAM_BM_003167,,-39,176,,,North Island,NEW ZEALAND,,marine habitat,,,,CAM_LIB_001893,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003148,eukaryotes,,,,,Micromonas sp. CCMP2099,MMETSP1390,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1390"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1390</a>""",38833,00:00.0,00:00.0,(MMETSP1390) Micromonas sp. - seawater,,CAM_BM_003168,Arctic,76.2833,-74.75,,,Baffin Bay,CANADA,,marine habitat,,,,CAM_LIB_001894,Illumina,cDNA,,3579,,55,,,,,,,,,
CAM_SMPL_003149,eukaryotes,,,,,Chlamydomonas leiostraca SAG 11-49,MMETSP1391,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1391"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1391</a>""",1034604,00:00.0,00:00.0,(MMETSP1391) Chlamydomonas leiostraca,,CAM_BM_003169,OTHER,,,,,,UNITED KINGDOM,,freshwater habitat,,,,CAM_LIB_001895,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003150,eukaryotes,,,,,Chlamydomonas chlamydogama SAG 11-48b,MMETSP1392,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1392"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1392</a>""",225041,00:00.0,00:00.0,(MMETSP1392) Chlamydomonas chlamydogama,,CAM_BM_003170,OTHER,,,,,,VENEZUELA,,freshwater habitat,,,,CAM_LIB_001896,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003151,eukaryotes,,,,,Micromonas sp CS-222,MMETSP1393,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1393"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1393</a>""",38833,00:00.0,00:00.0,(MMETSP1393) Micromonas sp,,CAM_BM_003171,Corio Bay,-36.1,144.6,,,,AUSTRALIA,,marine habitat,,,,CAM_LIB_001897,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003152,eukaryotes,,,,,Asterionellopsis glacialis CCMP1581,MMETSP1394,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1394"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1394</a>""",33640,00:00.0,00:00.0,(MMETSP1394) Asterionellopsis glacialis,,CAM_BM_003172,North Sea,51.7333,3.7667,,,"Renesee, The Netherlands",NETHERLANDS,,marine habitat,,,,CAM_LIB_001898,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003153,eukaryotes,,,,,Blepharisma japonicum Stock R1072,MMETSP1395,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1395"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1395</a>""",5961,00:00.0,00:00.0,(MMETSP1395) Blepharisma japonicum,,CAM_BM_003173,,,,,,derived from the Bangalore strain,,,freshwater habitat,,,,CAM_LIB_001899,Illumina,cDNA,,3584,,,0,,,,,,,,
CAM_SMPL_003154,eukaryotes,,,,,Pseudokeronopsis sp. Brazil,MMETSP1396,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1396"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1396</a>""",,00:00.0,00:00.0,(MMETSP1396) Pseudokeronopsis sp. - Brackish water,,CAM_BM_003174,,,,,,,BRAZIL,,marine habitat,,,,CAM_LIB_001900,Illumina,cDNA,,3585,,,0,,,,,,,,
